"ride_id","full_date","day_name","day_of_week","week_of_year","is_weekend","ride_city","region","country","driver_id","driver_name","driver_age","driver_city","experience_years","driver_avg_rating","active_status","promo_code","is_promotional","discount_percent","distance_km","duration_min","fare_usd","ride_rating","fare_per_km","fare_per_min"
132,"2024-11-16","Saturday",6,46,True,"New York","Northeast","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","WELCOME5",True,"0.0500","2.70",5,"5.39","3.60","1.9963","1.0780"
133,"2024-11-11","Monday",1,46,False,"New York","Northeast","US",118,"Jimmy Davis",51,"Miami",2,"4.70","Active","SAVE20",True,"0.2000","18.90",45,"15.40","3.80","0.8148","0.3422"
134,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","DISCOUNT10",True,"0.1000","29.90",56,"62.92","3.50","2.1043","1.1236"
135,"2024-11-10","Sunday",7,45,True,"San Francisco","West","US",183,"Ashley Burke",37,"San Francisco",19,"4.80","Inactive","SAVE20",True,"0.2000","48.00",96,"31.72","4.90","0.6608","0.3304"
136,"2024-11-04","Monday",1,45,False,"Miami","South","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","DISCOUNT10",True,"0.1000","20.50",49,"55.03","4.50","2.6844","1.1231"
137,"2024-11-08","Friday",5,45,False,"San Francisco","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","DISCOUNT10",True,"0.1000","13.90",30,"13.92","4.20","1.0014","0.4640"
138,"2024-11-30","Saturday",6,48,True,"New York","Northeast","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","NO_PROMO",False,"0.0000","15.80",32,"25.58","3.60","1.6190","0.7994"
139,"2024-11-09","Saturday",6,45,True,"Miami","South","US",163,"Laura Romero",32,"Chicago",19,"4.00","Active","SAVE20",True,"0.2000","5.80",10,"4.49","3.70","0.7741","0.4490"
140,"2024-11-03","Sunday",7,44,True,"New York","Northeast","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","SAVE20",True,"0.2000","17.10",26,"14.48","4.90","0.8468","0.5569"
141,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","SAVE20",True,"0.2000","27.20",51,"60.35","4.60","2.2188","1.1833"
142,"2024-11-04","Monday",1,45,False,"Miami","South","US",104,"Tiffany Wright",58,"San Francisco",19,"4.40","Inactive","SAVE20",True,"0.2000","32.40",76,"92.04","4.40","2.8407","1.2111"
143,"2024-11-02","Saturday",6,44,True,"Chicago","Midwest","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","WELCOME5",True,"0.0500","20.30",34,"15.34","4.20","0.7557","0.4512"
144,"2024-11-20","Wednesday",3,47,False,"New York","Northeast","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","NO_PROMO",False,"0.0000","22.00",36,"32.37","3.70","1.4714","0.8992"
145,"2024-11-01","Friday",5,44,False,"Los Angeles","West","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","DISCOUNT10",True,"0.1000","38.40",92,"101.91","4.90","2.6539","1.1077"
146,"2024-11-20","Wednesday",3,47,False,"Chicago","Midwest","US",121,"David Moore",32,"San Francisco",9,"4.90","Inactive","DISCOUNT10",True,"0.1000","24.40",54,"41.52","4.90","1.7016","0.7689"
147,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","NO_PROMO",False,"0.0000","13.20",28,"17.72","4.00","1.3424","0.6329"
148,"2024-11-30","Saturday",6,48,True,"New York","Northeast","US",146,"Lawrence Santiago",43,"Chicago",17,"4.10","Inactive","NO_PROMO",False,"0.0000","48.10",80,"132.98","3.60","2.7647","1.6623"
149,"2024-11-16","Saturday",6,46,True,"Chicago","Midwest","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","NO_PROMO",False,"0.0000","32.60",70,"39.59","3.70","1.2144","0.5656"
150,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","DISCOUNT10",True,"0.1000","41.10",75,"60.51","4.30","1.4723","0.8068"
151,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",193,"Jason Adams",44,"Los Angeles",11,"4.30","Active","NO_PROMO",False,"0.0000","41.70",84,"63.56","4.60","1.5242","0.7567"
152,"2024-11-23","Saturday",6,47,True,"New York","Northeast","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","WELCOME5",True,"0.0500","13.80",32,"22.27","4.30","1.6138","0.6959"
153,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","NO_PROMO",False,"0.0000","22.90",55,"34.04","4.00","1.4865","0.6189"
154,"2024-11-09","Saturday",6,45,True,"Chicago","Midwest","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","28.50",65,"42.47","3.60","1.4902","0.6534"
155,"2024-11-20","Wednesday",3,47,False,"Chicago","Midwest","US",121,"David Moore",32,"San Francisco",9,"4.90","Inactive","NO_PROMO",False,"0.0000","35.30",77,"66.67","4.90","1.8887","0.8658"
156,"2024-11-10","Sunday",7,45,True,"Miami","South","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","DISCOUNT10",True,"0.1000","9.20",21,"8.07","4.80","0.8772","0.3843"
157,"2024-11-20","Wednesday",3,47,False,"Chicago","Midwest","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","SAVE20",True,"0.2000","18.10",29,"26.97","3.60","1.4901","0.9300"
158,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","DISCOUNT10",True,"0.1000","18.60",38,"15.94","4.40","0.8570","0.4195"
159,"2024-11-25","Monday",1,48,False,"San Francisco","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","DISCOUNT10",True,"0.1000","24.10",39,"56.00","4.20","2.3237","1.4359"
160,"2024-11-06","Wednesday",3,45,False,"Los Angeles","West","US",154,"Heather Meyer",58,"San Francisco",11,"4.00","Active","DISCOUNT10",True,"0.1000","5.50",9,"5.36","4.30","0.9745","0.5956"
161,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","NO_PROMO",False,"0.0000","10.40",17,"29.91","3.60","2.8760","1.7594"
162,"2024-11-10","Sunday",7,45,True,"Miami","South","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","NO_PROMO",False,"0.0000","34.20",57,"23.67","4.90","0.6921","0.4153"
163,"2024-11-12","Tuesday",2,46,False,"Miami","South","US",104,"Tiffany Wright",58,"San Francisco",19,"4.40","Inactive","NO_PROMO",False,"0.0000","6.60",12,"12.32","4.80","1.8667","1.0267"
164,"2024-11-17","Sunday",7,46,True,"Los Angeles","West","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","NO_PROMO",False,"0.0000","28.50",65,"70.97","3.60","2.4902","1.0918"
165,"2024-11-02","Saturday",6,44,True,"Los Angeles","West","US",130,"David Craig",50,"New York",18,"4.70","Inactive","SAVE20",True,"0.2000","2.30",4,"2.88","3.60","1.2522","0.7200"
166,"2024-11-26","Tuesday",2,48,False,"New York","Northeast","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","SAVE20",True,"0.2000","7.80",18,"11.72","4.90","1.5026","0.6511"
167,"2024-11-23","Saturday",6,47,True,"Miami","South","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","SAVE20",True,"0.2000","1.60",3,"2.74","4.60","1.7125","0.9133"
168,"2024-11-24","Sunday",7,47,True,"Miami","South","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","DISCOUNT10",True,"0.1000","4.40",10,"8.08","3.80","1.8364","0.8080"
169,"2024-11-03","Sunday",7,44,True,"San Francisco","West","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","DISCOUNT10",True,"0.1000","4.30",9,"12.83","4.90","2.9837","1.4256"
170,"2024-11-01","Friday",5,44,False,"Chicago","Midwest","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","NO_PROMO",False,"0.0000","14.00",29,"16.67","3.80","1.1907","0.5748"
171,"2024-11-24","Sunday",7,47,True,"Chicago","Midwest","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","NO_PROMO",False,"0.0000","43.20",76,"46.29","4.60","1.0715","0.6091"
172,"2024-11-20","Wednesday",3,47,False,"Chicago","Midwest","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","NO_PROMO",False,"0.0000","43.70",72,"82.83","4.70","1.8954","1.1504"
173,"2024-11-15","Friday",5,46,False,"Los Angeles","West","US",179,"Johnathan Shah",52,"New York",14,"4.80","Inactive","WELCOME5",True,"0.0500","4.30",6,"3.85","4.70","0.8953","0.6417"
174,"2024-11-01","Friday",5,44,False,"New York","Northeast","US",151,"Kristen Smith",55,"Chicago",14,"4.70","Inactive","WELCOME5",True,"0.0500","38.60",68,"49.20","3.80","1.2746","0.7235"
175,"2024-11-19","Tuesday",2,47,False,"Los Angeles","West","US",124,"Eric Gray",25,"Chicago",8,"4.50","Active","DISCOUNT10",True,"0.1000","35.60",69,"101.76","4.80","2.8584","1.4748"
176,"2024-11-10","Sunday",7,45,True,"New York","Northeast","US",141,"Luis Compton",49,"New York",15,"4.60","Active","SAVE20",True,"0.2000","23.20",50,"60.37","3.60","2.6022","1.2074"
177,"2024-11-07","Thursday",4,45,False,"Chicago","Midwest","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","DISCOUNT10",True,"0.1000","48.90",93,"139.58","3.70","2.8544","1.5009"
178,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",130,"David Craig",50,"New York",18,"4.70","Inactive","DISCOUNT10",True,"0.1000","42.70",92,"102.10","4.20","2.3911","1.1098"
179,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",190,"Michelle Rhodes",29,"San Francisco",20,"4.20","Active","DISCOUNT10",True,"0.1000","37.60",82,"41.36","3.50","1.1000","0.5044"
180,"2024-11-12","Tuesday",2,46,False,"Miami","South","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","WELCOME5",True,"0.0500","41.00",81,"21.75","3.80","0.5305","0.2685"
181,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","NO_PROMO",False,"0.0000","39.50",61,"33.76","4.30","0.8547","0.5534"
182,"2024-11-06","Wednesday",3,45,False,"Chicago","Midwest","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","WELCOME5",True,"0.0500","22.50",54,"59.16","4.70","2.6293","1.0956"
183,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","NO_PROMO",False,"0.0000","30.10",48,"16.19","3.80","0.5379","0.3373"
184,"2024-11-21","Thursday",4,47,False,"New York","Northeast","US",129,"Mary Andrews",46,"New York",3,"4.40","Active","DISCOUNT10",True,"0.1000","43.40",72,"58.74","4.50","1.3535","0.8158"
185,"2024-11-26","Tuesday",2,48,False,"Miami","South","US",118,"Jimmy Davis",51,"Miami",2,"4.70","Active","DISCOUNT10",True,"0.1000","38.30",70,"26.84","4.70","0.7008","0.3834"
186,"2024-11-06","Wednesday",3,45,False,"Chicago","Midwest","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","NO_PROMO",False,"0.0000","45.90",114,"87.21","3.50","1.9000","0.7650"
187,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","NO_PROMO",False,"0.0000","32.00",65,"54.23","4.00","1.6947","0.8343"
188,"2024-11-18","Monday",1,47,False,"Miami","South","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","SAVE20",True,"0.2000","23.50",54,"20.49","4.30","0.8719","0.3794"
189,"2024-11-11","Monday",1,46,False,"Chicago","Midwest","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","WELCOME5",True,"0.0500","7.80",14,"11.18","3.90","1.4333","0.7986"
190,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",121,"David Moore",32,"San Francisco",9,"4.90","Inactive","SAVE20",True,"0.2000","46.30",96,"112.31","3.50","2.4257","1.1699"
191,"2024-11-30","Saturday",6,48,True,"Miami","South","US",152,"Sharon Jones",36,"San Francisco",9,"4.20","Active","DISCOUNT10",True,"0.1000","21.50",33,"11.02","3.90","0.5126","0.3339"
192,"2024-11-27","Wednesday",3,48,False,"New York","Northeast","US",182,"Edward Gonzalez",58,"Miami",19,"5.00","Active","DISCOUNT10",True,"0.1000","2.20",5,"4.09","4.20","1.8591","0.8180"
193,"2024-11-07","Thursday",4,45,False,"Los Angeles","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","NO_PROMO",False,"0.0000","7.50",11,"17.10","4.40","2.2800","1.5545"
194,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","SAVE20",True,"0.2000","45.90",107,"36.77","4.80","0.8011","0.3436"
195,"2024-11-28","Thursday",4,48,False,"Los Angeles","West","US",120,"Andrew Heath",26,"Los Angeles",3,"4.20","Active","SAVE20",True,"0.2000","24.90",59,"24.59","3.90","0.9876","0.4168"
196,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","NO_PROMO",False,"0.0000","7.50",12,"21.20","4.40","2.8267","1.7667"
197,"2024-11-03","Sunday",7,44,True,"Los Angeles","West","US",187,"Catherine Levine",43,"Miami",1,"4.30","Inactive","NO_PROMO",False,"0.0000","36.70",83,"69.47","4.90","1.8929","0.8370"
198,"2024-11-20","Wednesday",3,47,False,"Los Angeles","West","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","WELCOME5",True,"0.0500","49.60",121,"74.61","4.50","1.5042","0.6166"
199,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","SAVE20",True,"0.2000","30.10",57,"37.40","3.80","1.2425","0.6561"
200,"2024-11-30","Saturday",6,48,True,"San Francisco","West","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","NO_PROMO",False,"0.0000","13.50",25,"34.66","4.40","2.5674","1.3864"
201,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","WELCOME5",True,"0.0500","12.10",23,"23.53","4.70","1.9446","1.0230"
202,"2024-11-19","Tuesday",2,47,False,"Miami","South","US",156,"Peggy Scott PhD",37,"Miami",12,"4.30","Inactive","WELCOME5",True,"0.0500","7.40",17,"19.98","3.80","2.7000","1.1753"
203,"2024-11-24","Sunday",7,47,True,"Miami","South","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","NO_PROMO",False,"0.0000","4.60",9,"12.55","4.30","2.7283","1.3944"
204,"2024-11-21","Thursday",4,47,False,"Los Angeles","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","NO_PROMO",False,"0.0000","40.00",89,"32.15","4.50","0.8038","0.3612"
205,"2024-11-04","Monday",1,45,False,"New York","Northeast","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","DISCOUNT10",True,"0.1000","29.50",44,"63.37","4.50","2.1481","1.4402"
206,"2024-11-01","Friday",5,44,False,"Miami","South","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","SAVE20",True,"0.2000","42.60",64,"29.98","4.50","0.7038","0.4684"
207,"2024-11-18","Monday",1,47,False,"Los Angeles","West","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","DISCOUNT10",True,"0.1000","16.00",32,"45.48","3.80","2.8425","1.4213"
208,"2024-11-17","Sunday",7,46,True,"New York","Northeast","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","WELCOME5",True,"0.0500","26.90",56,"48.92","3.80","1.8186","0.8736"
209,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",114,"Sara Alvarado",46,"Miami",17,"4.10","Active","WELCOME5",True,"0.0500","5.90",11,"4.25","4.80","0.7203","0.3864"
210,"2024-11-26","Tuesday",2,48,False,"San Francisco","West","US",166,"Alexa Thomas",56,"New York",14,"4.60","Inactive","NO_PROMO",False,"0.0000","38.10",83,"39.72","4.30","1.0425","0.4786"
211,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","NO_PROMO",False,"0.0000","1.00",2,"0.93","3.70","0.9300","0.4650"
212,"2024-11-26","Tuesday",2,48,False,"Los Angeles","West","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","DISCOUNT10",True,"0.1000","35.00",57,"64.07","3.50","1.8306","1.1240"
213,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",146,"Lawrence Santiago",43,"Chicago",17,"4.10","Inactive","SAVE20",True,"0.2000","13.60",29,"33.43","4.80","2.4581","1.1528"
214,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",139,"John Deleon",47,"San Francisco",11,"4.30","Inactive","DISCOUNT10",True,"0.1000","39.40",94,"50.21","3.60","1.2744","0.5341"
215,"2024-11-13","Wednesday",3,46,False,"Miami","South","US",180,"Ray Clarke",51,"Los Angeles",15,"4.90","Inactive","NO_PROMO",False,"0.0000","41.50",72,"64.88","3.60","1.5634","0.9011"
216,"2024-11-28","Thursday",4,48,False,"Miami","South","US",191,"Angel Sharp",59,"Miami",11,"4.20","Inactive","DISCOUNT10",True,"0.1000","18.40",37,"47.79","4.90","2.5973","1.2916"
217,"2024-11-03","Sunday",7,44,True,"Miami","South","US",163,"Laura Romero",32,"Chicago",19,"4.00","Active","DISCOUNT10",True,"0.1000","46.30",84,"42.15","4.30","0.9104","0.5018"
218,"2024-11-27","Wednesday",3,48,False,"New York","Northeast","US",187,"Catherine Levine",43,"Miami",1,"4.30","Inactive","DISCOUNT10",True,"0.1000","22.80",42,"19.03","4.60","0.8346","0.4531"
219,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","SAVE20",True,"0.2000","7.30",11,"12.94","4.50","1.7726","1.1764"
220,"2024-11-29","Friday",5,48,False,"Chicago","Midwest","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","WELCOME5",True,"0.0500","29.60",60,"88.06","3.70","2.9750","1.4677"
221,"2024-11-23","Saturday",6,47,True,"Miami","South","US",135,"Michael Jackson",56,"Los Angeles",19,"4.80","Inactive","SAVE20",True,"0.2000","39.20",95,"24.32","3.80","0.6204","0.2560"
222,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","NO_PROMO",False,"0.0000","23.70",58,"49.10","4.30","2.0717","0.8466"
223,"2024-11-13","Wednesday",3,46,False,"San Francisco","West","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","WELCOME5",True,"0.0500","39.90",70,"103.50","3.50","2.5940","1.4786"
224,"2024-11-17","Sunday",7,46,True,"San Francisco","West","US",164,"Joshua Williams",33,"San Francisco",9,"4.50","Inactive","NO_PROMO",False,"0.0000","27.60",58,"54.36","4.10","1.9696","0.9372"
225,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",163,"Laura Romero",32,"Chicago",19,"4.00","Active","DISCOUNT10",True,"0.1000","27.60",67,"63.73","3.90","2.3091","0.9512"
226,"2024-11-17","Sunday",7,46,True,"Chicago","Midwest","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","SAVE20",True,"0.2000","7.20",13,"7.20","3.60","1.0000","0.5538"
227,"2024-11-30","Saturday",6,48,True,"San Francisco","West","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","WELCOME5",True,"0.0500","10.70",25,"31.15","4.90","2.9112","1.2460"
228,"2024-11-09","Saturday",6,45,True,"Miami","South","US",111,"Barbara Bryant",52,"Chicago",2,"4.80","Inactive","SAVE20",True,"0.2000","19.90",35,"21.98","4.30","1.1045","0.6280"
229,"2024-11-14","Thursday",4,46,False,"New York","Northeast","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","WELCOME5",True,"0.0500","45.10",108,"85.44","4.00","1.8945","0.7911"
230,"2024-11-04","Monday",1,45,False,"Chicago","Midwest","US",154,"Heather Meyer",58,"San Francisco",11,"4.00","Active","DISCOUNT10",True,"0.1000","30.00",67,"71.71","4.80","2.3903","1.0703"
231,"2024-11-01","Friday",5,44,False,"Los Angeles","West","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","SAVE20",True,"0.2000","6.80",10,"13.06","4.20","1.9206","1.3060"
232,"2024-11-13","Wednesday",3,46,False,"San Francisco","West","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","NO_PROMO",False,"0.0000","6.20",10,"3.49","3.60","0.5629","0.3490"
233,"2024-11-08","Friday",5,45,False,"Chicago","Midwest","US",138,"Christine Adkins",60,"New York",16,"4.80","Active","NO_PROMO",False,"0.0000","19.90",47,"45.08","3.50","2.2653","0.9591"
234,"2024-11-28","Thursday",4,48,False,"Miami","South","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","WELCOME5",True,"0.0500","38.30",61,"33.95","3.50","0.8864","0.5566"
235,"2024-11-18","Monday",1,47,False,"New York","Northeast","US",121,"David Moore",32,"San Francisco",9,"4.90","Inactive","SAVE20",True,"0.2000","17.20",42,"24.36","3.60","1.4163","0.5800"
236,"2024-11-14","Thursday",4,46,False,"Chicago","Midwest","US",192,"Andrew Weaver",55,"Miami",14,"4.70","Inactive","DISCOUNT10",True,"0.1000","22.90",44,"59.61","4.70","2.6031","1.3548"
237,"2024-11-21","Thursday",4,47,False,"Chicago","Midwest","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","NO_PROMO",False,"0.0000","20.20",40,"31.76","4.80","1.5723","0.7940"
238,"2024-11-28","Thursday",4,48,False,"Los Angeles","West","US",163,"Laura Romero",32,"Chicago",19,"4.00","Active","WELCOME5",True,"0.0500","35.70",71,"86.19","4.30","2.4143","1.2139"
